,item_id,fixed_item_idx
182,206,182
183,207,183
184,208,184
185,209,185
186,211,186
187,213,187
188,214,188
189,215,189
190,216,190
191,217,191
192,218,192
193,219,193
194,220,194
195,222,195
196,223,196
197,224,197
198,225,198
199,227,199
200,228,200
201,229,201
202,230,202
203,231,203
204,232,204
205,233,205
206,234,206
207,235,207
208,236,208
209,237,209
210,238,210
211,239,211
212,240,212
213,241,213
214,242,214
215,243,215
216,244,216
217,245,217
218,246,218
219,247,219
220,248,220
221,249,221
222,250,222
223,251,223
224,252,224
225,253,225
226,254,226
227,255,227
228,256,228
229,257,229
230,258,230
231,259,231
232,260,232
233,261,233
234,262,234
235,263,235
236,264,236
237,265,237
238,266,238
239,267,239
240,268,240
241,269,241
242,270,242
243,271,243
244,272,244
245,273,245
246,274,246
247,275,247
248,276,248
249,277,249
250,278,250
251,279,251
252,280,252
253,281,253
254,282,254
255,283,255
256,285,256
257,287,257
258,288,258
259,289,259
260,290,260
261,291,261
262,292,262
263,293,263
264,294,264
265,295,265
266,296,266
267,299,267
268,300,268
269,301,269
270,302,270
271,303,271
272,304,272
273,305,273
274,306,274
275,307,275
276,308,276
277,309,277
278,312,278
279,313,279
280,314,280
281,315,281
282,316,282
283,317,283
284,318,284
285,319,285
286,320,286
287,321,287
288,322,288
289,324,289
290,325,290
291,326,291
292,327,292
293,328,293
294,329,294
295,330,295
296,331,296
297,332,297
298,333,298
299,334,299
300,335,300
301,336,301
302,337,302
303,338,303
304,339,304
305,340,305
306,341,306
307,342,307
308,343,308
309,344,309
310,345,310
311,346,311
312,347,312
313,348,313
314,349,314
315,350,315
316,351,316
317,352,317
318,353,318
319,354,319
320,355,320
321,356,321
322,357,322
323,358,323
324,360,324
325,361,325
326,362,326
327,363,327
328,364,328
329,365,329
330,366,330
331,367,331
332,368,332
333,369,333
334,370,334
335,371,335
336,372,336
337,373,337
338,374,338
339,375,339
340,376,340
341,377,341
342,378,342
343,379,343
344,380,344
345,381,345
346,382,346
347,383,347
348,384,348
349,387,349
350,388,350
351,389,351
352,390,352
353,391,353
354,392,354
355,393,355
356,401,356
357,405,357
358,407,358
359,408,359
360,409,360
361,410,361
362,412,362
363,413,363
364,414,364
365,415,365
366,416,366
367,417,367
368,418,368
369,419,369
370,420,370
371,421,371
372,422,372
373,423,373
374,424,374
375,425,375
376,426,376
377,427,377
378,428,378
379,429,379
380,431,380
381,432,381
382,433,382
383,434,383
384,435,384
385,436,385
386,437,386
387,438,387
388,439,388
389,440,389
390,441,390
391,442,391
392,443,392
393,444,393
394,445,394
395,446,395
396,447,396
397,448,397
398,449,398
399,450,399
400,451,400
401,452,401
402,453,402
403,454,403
404,455,404
405,456,405
406,457,406
407,458,407
408,459,408
409,460,409
410,461,410
411,463,411
412,464,412
413,465,413
414,466,414
415,467,415
416,468,416
417,469,417
418,470,418
419,471,419
420,472,420
421,473,421
422,474,422
423,475,423
424,476,424
425,477,425
426,479,426
427,480,427
428,481,428
429,482,429
430,483,430
431,484,431
432,485,432
433,486,433
434,487,434
435,488,435
436,489,436
437,490,437
438,491,438
439,492,439
440,493,440
441,494,441
442,495,442
443,496,443
444,497,444
445,498,445
446,499,446
447,500,447
448,501,448
449,502,449
450,504,450
451,505,451
452,506,452
453,507,453
454,508,454
455,509,455
456,510,456
457,511,457
458,512,458
459,513,459
460,514,460
461,515,461
462,516,462
463,517,463
464,518,464
465,519,465
466,520,466
467,521,467
468,522,468
469,523,469
470,524,470
471,526,471
472,527,472
473,528,473
474,529,474
475,531,475
476,532,476
477,533,477
478,534,478
479,535,479
480,536,480
481,537,481
482,538,482
483,539,483
484,540,484
485,541,485
486,542,486
487,543,487
488,544,488
489,546,489
490,547,490
491,548,491
492,549,492
493,550,493
494,551,494
495,552,495
496,553,496
497,554,497
498,555,498
499,556,499
500,558,500
501,559,501
502,561,502
503,562,503
504,563,504
505,564,505
506,565,506
507,567,507
508,568,508
509,569,509
510,571,510
511,573,511
512,574,512
513,575,513
514,577,514
515,580,515
516,581,516
517,582,517
518,585,518
519,586,519
520,587,520
521,588,521
522,589,522
523,590,523
524,592,524
525,593,525
526,594,526
527,595,527
528,596,528
529,597,529
530,599,530
531,600,531
532,603,532
533,605,533
534,606,534
535,608,535
536,609,536
537,610,537
538,611,538
539,612,539
540,613,540
541,614,541
542,615,542
543,616,543
544,617,544
545,619,545
546,620,546
547,621,547
548,626,548
549,627,549
550,628,550
551,630,551
552,631,552
553,632,553
554,633,554
555,635,555
556,637,556
557,638,557
558,639,558
559,640,559
560,647,560
561,648,561
562,650,562
563,651,563
564,653,564
565,656,565
566,659,566
567,661,567
568,662,568
569,663,569
570,664,570
571,665,571
572,667,572
573,668,573
574,670,574
575,671,575
576,673,576
577,674,577
578,678,578
579,679,579
580,680,580
581,681,581
582,685,582
583,687,583
584,688,584
585,690,585
586,691,586
587,692,587
588,694,588
589,695,589
590,696,590
591,697,591
592,698,592
593,700,593
594,702,594
595,703,595
596,704,596
597,705,597
598,707,598
599,708,599
600,709,600
601,710,601
602,711,602
603,714,603
604,715,604
605,718,605
606,719,606
607,720,607
608,721,608
609,722,609
610,724,610
611,725,611
612,726,612
613,728,613
614,731,614
615,733,615
616,735,616
617,736,617
618,737,618
619,741,619
620,742,620
621,743,621
622,745,622
623,746,623
624,747,624
625,748,625
626,750,626
627,753,627
628,754,628
629,755,629
630,756,630
631,757,631
632,759,632
633,760,633
634,761,634
635,762,635
636,764,636
637,765,637
638,766,638
639,767,639
640,769,640
641,775,641
642,778,642
643,779,643
644,780,644
645,781,645
646,782,646
647,783,647
648,784,648
649,785,649
650,786,650
651,787,651
652,788,652
653,793,653
654,798,654
655,799,655
656,800,656
657,801,657
658,802,658
659,803,659
660,804,660
661,805,661
662,806,662
663,808,663
664,809,664
665,810,665
666,813,666
667,816,667
668,818,668
669,820,669
670,824,670
671,828,671
672,829,672
673,830,673
674,831,674
675,832,675
676,833,676
677,834,677
678,835,678
679,836,679
680,837,680
681,838,681
682,839,682
683,840,683
684,841,684
685,842,685
686,844,686
687,845,687
688,846,688
689,848,689
690,849,690
691,850,691
692,851,692
693,852,693
694,854,694
695,858,695
696,861,696
697,864,697
698,865,698
699,866,699
700,867,700
701,869,701
702,870,702
703,872,703
704,875,704
705,876,705
706,879,706
707,880,707
708,881,708
709,882,709
710,885,710
711,886,711
712,888,712
713,889,713
714,891,714
715,892,715
716,893,716
717,896,717
718,897,718
719,898,719
720,899,720
721,900,721
722,901,722
723,902,723
724,903,724
725,904,725
726,905,726
727,906,727
728,907,728
729,908,729
730,909,730
731,910,731
732,911,732
733,912,733
734,913,734
735,914,735
736,915,736
737,916,737
738,917,738
739,918,739
740,919,740
741,920,741
742,921,742
743,922,743
744,923,744
745,924,745
746,926,746
747,927,747
748,928,748
749,929,749
750,930,750
751,931,751
752,932,752
753,933,753
754,934,754
755,935,755
756,936,756
757,937,757
758,938,758
759,939,759
760,940,760
761,941,761
762,942,762
763,943,763
764,944,764
765,945,765
766,946,766
767,947,767
768,948,768
769,949,769
770,950,770
771,951,771
772,952,772
773,953,773
774,954,774
775,955,775
776,956,776
777,957,777
778,960,778
779,961,779
780,962,780
781,963,781
782,964,782
783,965,783
784,966,784
785,968,785
786,969,786
787,970,787
788,971,788
789,972,789
790,973,790
791,976,791
792,980,792
793,981,793
794,982,794
795,984,795
796,986,796
797,987,797
798,988,798
799,990,799
800,991,800
801,992,801
802,994,802
803,996,803
804,997,804
805,998,805
806,999,806
807,1003,807
808,1004,808
809,1005,809
810,1006,810
811,1007,811
812,1008,812
813,1009,813
814,1010,814
815,1011,815
816,1012,816
817,1013,817
818,1014,818
819,1015,819
820,1016,820
821,1017,821
822,1018,822
823,1019,823
824,1020,824
825,1021,825
826,1022,826
827,1023,827
828,1024,828
829,1025,829
830,1026,830
831,1027,831
832,1028,832
833,1029,833
834,1030,834
835,1031,835
836,1032,836
837,1033,837
838,1034,838
839,1035,839
840,1036,840
841,1037,841
842,1040,842
843,1041,843
844,1042,844
845,1043,845
846,1044,846
847,1046,847
848,1047,848
849,1049,849
850,1050,850
851,1051,851
852,1053,852
853,1054,853
854,1055,854
855,1056,855
856,1057,856
857,1059,857
858,1060,858
859,1061,859
860,1063,860
861,1064,861
862,1066,862
863,1067,863
864,1068,864
865,1069,865
866,1073,866
867,1076,867
868,1077,868
869,1078,869
870,1079,870
871,1080,871
872,1081,872
873,1082,873
874,1083,874
875,1084,875
876,1085,876
877,1086,877
878,1087,878
879,1088,879
880,1089,880
881,1090,881
882,1091,882
883,1092,883
884,1093,884
885,1094,885
886,1095,886
887,1096,887
888,1097,888
889,1099,889
890,1100,890
891,1101,891
892,1103,892
893,1104,893
894,1105,894
895,1111,895
896,1112,896
897,1113,897
898,1114,898
899,1120,899
900,1123,900
901,1124,901
902,1125,902
903,1126,903
904,1127,904
905,1128,905
906,1129,906
907,1130,907
908,1131,908
909,1132,909
910,1133,910
911,1135,911
912,1136,912
913,1137,913
914,1145,914
915,1147,915
916,1148,916
917,1150,917
918,1151,918
919,1152,919
920,1153,920
921,1154,921
922,1161,922
923,1162,923
924,1163,924
925,1164,925
926,1165,926
927,1167,927
928,1168,928
929,1169,929
930,1171,930
931,1172,931
932,1173,932
933,1174,933
934,1175,934
935,1176,935
936,1177,936
937,1178,937
938,1179,938
939,1180,939
940,1181,940
941,1183,941
942,1184,942
943,1185,943
944,1186,944
945,1187,945
946,1188,946
947,1189,947
948,1190,948
949,1191,949
950,1192,950
951,1193,951
952,1194,952
953,1196,953
954,1197,954
955,1198,955
956,1199,956
957,1200,957
958,1201,958
959,1202,959
960,1203,960
961,1204,961
962,1206,962
963,1207,963
964,1208,964
965,1209,965
966,1210,966
967,1211,967
968,1212,968
969,1213,969
970,1214,970
971,1215,971
972,1216,972
973,1217,973
974,1218,974
975,1219,975
976,1220,976
977,1221,977
978,1222,978
979,1223,979
980,1224,980
981,1225,981
982,1226,982
983,1227,983
984,1228,984
985,1230,985
986,1231,986
987,1232,987
988,1233,988
989,1234,989
990,1235,990
991,1236,991
992,1237,992
993,1238,993
994,1240,994
995,1241,995
996,1242,996
997,1243,997
998,1244,998
999,1245,999
1000,1246,1000
1001,1247,1001
1002,1248,1002
1003,1249,1003
1004,1250,1004
1005,1251,1005
1006,1252,1006
1007,1253,1007
1008,1254,1008
1009,1255,1009
1010,1256,1010
1011,1257,1011
1012,1258,1012
1013,1259,1013
1014,1260,1014
1015,1261,1015
1016,1262,1016
1017,1263,1017
1018,1264,1018
1019,1265,1019
1020,1266,1020
1021,1267,1021
1022,1268,1022
1023,1269,1023
1024,1270,1024
1025,1271,1025
1026,1272,1026
1027,1273,1027
1028,1274,1028
1029,1275,1029
1030,1276,1030
1031,1277,1031
1032,1278,1032
1033,1279,1033
1034,1280,1034
1035,1281,1035
1036,1282,1036
1037,1283,1037
1038,1284,1038
1039,1285,1039
1040,1286,1040
1041,1287,1041
1042,1288,1042
1043,1289,1043
1044,1290,1044
1045,1291,1045
1046,1292,1046
1047,1293,1047
1048,1295,1048
1049,1296,1049
1050,1297,1050
1051,1298,1051
1052,1299,1052
1053,1300,1053
1054,1301,1054
1055,1302,1055
1056,1303,1056
1057,1304,1057
1058,1305,1058
1059,1306,1059
1060,1307,1060
1061,1310,1061
1062,1311,1062
1063,1312,1063
1064,1317,1064
1065,1320,1065
1066,1321,1066
1067,1322,1067
1068,1323,1068
1069,1324,1069
1070,1325,1070
1071,1326,1071
1072,1327,1072
1073,1328,1073
1074,1329,1074
1075,1330,1075
1076,1331,1076
1077,1332,1077
1078,1333,1078
1079,1334,1079
1080,1335,1080
1081,1336,1081
1082,1337,1082
1083,1339,1083
1084,1340,1084
1085,1341,1085
1086,1342,1086
1087,1343,1087
1088,1344,1088
1089,1345,1089
1090,1346,1090
1091,1347,1091
1092,1348,1092
1093,1349,1093
1094,1350,1094
1095,1351,1095
1096,1352,1096
1097,1353,1097
1098,1354,1098
1099,1355,1099
1100,1356,1100
1101,1357,1101
1102,1358,1102
1103,1359,1103
1104,1361,1104
1105,1363,1105
1106,1365,1106
1107,1366,1107
1108,1367,1108
1109,1369,1109
1110,1370,1110
1111,1371,1111
1112,1372,1112
1113,1373,1113
1114,1374,1114
1115,1375,1115
1116,1376,1116
1117,1377,1117
1118,1378,1118
1119,1379,1119
1120,1380,1120
1121,1381,1121
1122,1382,1122
1123,1384,1123
1124,1385,1124
1125,1387,1125
1126,1388,1126
1127,1389,1127
1128,1390,1128
1129,1391,1129
1130,1392,1130
1131,1393,1131
1132,1394,1132
1133,1395,1133
1134,1396,1134
1135,1397,1135
1136,1398,1136
1137,1399,1137
1138,1401,1138
1139,1404,1139
1140,1405,1140
1141,1406,1141
1142,1407,1142
1143,1408,1143
1144,1409,1144
1145,1410,1145
1146,1411,1146
1147,1413,1147
1148,1414,1148
1149,1415,1149
1150,1416,1150
1151,1417,1151
1152,1419,1152
1153,1420,1153
1154,1422,1154
1155,1423,1155
1156,1425,1156
1157,1427,1157
1158,1428,1158
1159,1429,1159
1160,1430,1160
1161,1431,1161
1162,1432,1162
1163,1433,1163
1164,1437,1164
1165,1438,1165
1166,1440,1166
1167,1441,1167
1168,1442,1168
1169,1444,1169
1170,1445,1170
1171,1446,1171
1172,1447,1172
1173,1449,1173
1174,1450,1174
1175,1453,1175
1176,1454,1176
1177,1455,1177
1178,1456,1178
1179,1457,1179
1180,1458,1180
1181,1459,1181
1182,1460,1182
1183,1461,1183
1184,1463,1184
1185,1464,1185
1186,1465,1186
1187,1466,1187
1188,1468,1188
1189,1472,1189
1190,1473,1190
1191,1474,1191
1192,1475,1192
1193,1476,1193
1194,1479,1194
1195,1480,1195
1196,1482,1196
1197,1483,1197
1198,1484,1198
1199,1485,1199
1200,1487,1200
1201,1488,1201
1202,1489,1202
1203,1490,1203
1204,1493,1204
1205,1495,1205
1206,1497,1206
1207,1498,1207
1208,1499,1208
1209,1500,1209
1210,1501,1210
1211,1502,1211
1212,1503,1212
1213,1504,1213
1214,1507,1214
1215,1508,1215
1216,1513,1216
1217,1515,1217
1218,1516,1218
1219,1517,1219
1220,1518,1220
1221,1523,1221
1222,1525,1222
1223,1526,1223
1224,1527,1224
1225,1529,1225
1226,1531,1226
1227,1532,1227
1228,1535,1228
1229,1537,1229
1230,1539,1230
1231,1541,1231
1232,1542,1232
1233,1543,1233
1234,1544,1234
1235,1545,1235
1236,1546,1236
1237,1549,1237
1238,1550,1238
1239,1552,1239
1240,1554,1240
1241,1555,1241
1242,1556,1242
1243,1562,1243
1244,1563,1244
1245,1564,1245
1246,1566,1246
1247,1569,1247
1248,1570,1248
1249,1571,1249
1250,1572,1250
1251,1573,1251
1252,1575,1252
1253,1580,1253
1254,1581,1254
1255,1582,1255
1256,1583,1256
1257,1584,1257
1258,1586,1258
1259,1587,1259
1260,1588,1260
1261,1589,1261
1262,1590,1262
1263,1591,1263
1264,1592,1264
1265,1593,1265
1266,1594,1266
1267,1595,1267
1268,1596,1268
1269,1597,1269
1270,1598,1270
1271,1599,1271
1272,1600,1272
1273,1601,1273
1274,1602,1274
1275,1603,1275
1276,1604,1276
1277,1605,1277
1278,1606,1278
1279,1608,1279
1280,1609,1280
1281,1610,1281
1282,1611,1282
1283,1612,1283
1284,1613,1284
1285,1614,1285
1286,1615,1286
1287,1616,1287
1288,1617,1288
1289,1619,1289
1290,1620,1290
1291,1621,1291
1292,1623,1292
1293,1624,1293
1294,1625,1294
1295,1626,1295
1296,1627,1296
1297,1629,1297
1298,1631,1298
1299,1632,1299
1300,1633,1300
1301,1635,1301
1302,1636,1302
1303,1639,1303
1304,1640,1304
1305,1641,1305
1306,1642,1306
1307,1643,1307
1308,1644,1308
1309,1645,1309
1310,1646,1310
1311,1647,1311
1312,1648,1312
1313,1649,1313
1314,1652,1314
1315,1653,1315
1316,1654,1316
1317,1655,1317
1318,1657,1318
1319,1658,1319
1320,1660,1320
1321,1661,1321
1322,1663,1322
1323,1665,1323
1324,1667,1324
1325,1668,1325
1326,1669,1326
1327,1670,1327
1328,1671,1328
1329,1672,1329
1330,1673,1330
1331,1674,1331
1332,1676,1332
1333,1678,1333
1334,1680,1334
1335,1681,1335
1336,1682,1336
1337,1683,1337
1338,1684,1338
1339,1686,1339
1340,1687,1340
1341,1688,1341
1342,1689,1342
1343,1690,1343
1344,1692,1344
1345,1693,1345
1346,1694,1346
1347,1696,1347
1348,1699,1348
1349,1701,1349
1350,1702,1350
1351,1703,1351
1352,1704,1352
1353,1707,1353
1354,1711,1354
1355,1713,1355
1356,1715,1356
1357,1717,1357
1358,1719,1358
1359,1721,1359
1360,1722,1360
1361,1726,1361
1362,1727,1362
1363,1728,1363
1364,1729,1364
1365,1730,1365
1366,1731,1366
1367,1732,1367
1368,1733,1368
1369,1734,1369
1370,1735,1370
1371,1739,1371
1372,1744,1372
1373,1746,1373
1374,1747,1374
1375,1748,1375
1376,1750,1376
1377,1752,1377
1378,1753,1378
1379,1754,1379
1380,1755,1380
1381,1756,1381
1382,1757,1382
1383,1759,1383
1384,1760,1384
1385,1762,1385
1386,1767,1386
1387,1769,1387
1388,1771,1388
1389,1772,1389
1390,1777,1390
1391,1779,1391
1392,1783,1392
1393,1784,1393
1394,1785,1394
1395,1788,1395
1396,1791,1396
1397,1792,1397
1398,1794,1398
1399,1795,1399
1400,1796,1400
1401,1797,1401
1402,1798,1402
1403,1799,1403
1404,1801,1404
1405,1804,1405
1406,1805,1406
1407,1806,1407
1408,1807,1408
1409,1809,1409
1410,1810,1410
1411,1812,1411
1412,1816,1412
1413,1819,1413
1414,1821,1414
1415,1822,1415
1416,1824,1416
1417,1826,1417
1418,1827,1418
1419,1831,1419
1420,1833,1420
1421,1834,1421
1422,1835,1422
1423,1836,1423
1424,1837,1424
1425,1839,1425
1426,1840,1426
1427,1841,1427
1428,1844,1428
1429,1845,1429
1430,1846,1430
1431,1848,1431
1432,1852,1432
1433,1854,1433
1434,1855,1434
1435,1856,1435
1436,1858,1436
1437,1859,1437
1438,1860,1438
1439,1861,1439
1440,1862,1440
1441,1863,1441
1442,1864,1442
1443,1865,1443
1444,1866,1444
1445,1870,1445
1446,1873,1446
1447,1874,1447
1448,1875,1448
1449,1876,1449
1450,1878,1450
1451,1880,1451
1452,1881,1452
1453,1882,1453
1454,1883,1454
1455,1884,1455
1456,1885,1456
1457,1886,1457
1458,1887,1458
1459,1888,1459
1460,1889,1460
1461,1891,1461
1462,1892,1462
1463,1894,1463
1464,1895,1464
1465,1896,1465
1466,1897,1466
1467,1900,1467
1468,1901,1468
1469,1902,1469
1470,1903,1470
1471,1904,1471
1472,1907,1472
1473,1909,1473
1474,1910,1474
1475,1911,1475
1476,1912,1476
1477,1913,1477
1478,1914,1478
1479,1916,1479
1480,1917,1480
1481,1918,1481
1482,1919,1482
1483,1920,1483
1484,1921,1484
1485,1922,1485
1486,1923,1486
1487,1924,1487
1488,1925,1488
1489,1926,1489
1490,1927,1490
1491,1928,1491
1492,1929,1492
1493,1931,1493
1494,1932,1494
1495,1933,1495
1496,1934,1496
1497,1935,1497
1498,1936,1498
1499,1937,1499
1500,1938,1500
1501,1939,1501
1502,1940,1502
1503,1941,1503
1504,1942,1504
1505,1943,1505
1506,1944,1506
1507,1945,1507
1508,1946,1508
1509,1947,1509
1510,1948,1510
1511,1949,1511
1512,1950,1512
1513,1951,1513
1514,1952,1514
1515,1953,1515
1516,1954,1516
1517,1955,1517
1518,1956,1518
1519,1957,1519
1520,1958,1520
1521,1959,1521
1522,1960,1522
1523,1961,1523
1524,1962,1524
1525,1963,1525
1526,1964,1526
1527,1965,1527
1528,1966,1528
1529,1967,1529
1530,1968,1530
1531,1969,1531
1532,1970,1532
1533,1971,1533
1534,1972,1534
1535,1973,1535
1536,1974,1536
1537,1975,1537
1538,1976,1538
1539,1977,1539
1540,1978,1540
1541,1979,1541
1542,1980,1542
1543,1981,1543
1544,1982,1544
1545,1983,1545
1546,1984,1546
1547,1985,1547
1548,1986,1548
1549,1987,1549
1550,1988,1550
1551,1989,1551
1552,1990,1552
1553,1991,1553
1554,1992,1554
1555,1993,1555
1556,1994,1556
1557,1995,1557
1558,1996,1558
1559,1997,1559
1560,1998,1560
1561,1999,1561
1562,2000,1562
1563,2001,1563
1564,2002,1564
1565,2003,1565
1566,2004,1566
1567,2005,1567
1568,2006,1568
1569,2007,1569
1570,2008,1570
1571,2009,1571
1572,2010,1572
1573,2011,1573
1574,2012,1574
1575,2013,1575
1576,2014,1576
1577,2015,1577
1578,2016,1578
1579,2017,1579
1580,2018,1580
1581,2019,1581
1582,2020,1582
1583,2021,1583
1584,2022,1584
1585,2023,1585
1586,2024,1586
1587,2025,1587
1588,2026,1588
1589,2027,1589
1590,2028,1590
1591,2029,1591
1592,2031,1592
1593,2032,1593
1594,2033,1594
1595,2034,1595
1596,2035,1596
1597,2036,1597
1598,2037,1598
1599,2038,1599
1600,2039,1600
1601,2040,1601
1602,2041,1602
1603,2042,1603
1604,2043,1604
1605,2044,1605
1606,2045,1606
1607,2046,1607
1608,2047,1608
1609,2048,1609
1610,2049,1610
1611,2050,1611
1612,2051,1612
1613,2052,1613
1614,2053,1614
1615,2054,1615
1616,2055,1616
1617,2056,1617
1618,2057,1618
1619,2058,1619
1620,2059,1620
1621,2060,1621
1622,2062,1622
1623,2063,1623
1624,2064,1624
1625,2065,1625
1626,2066,1626
1627,2067,1627
1628,2068,1628
1629,2069,1629
1630,2070,1630
1631,2071,1631
1632,2072,1632
1633,2073,1633
1634,2074,1634
1635,2075,1635
1636,2076,1636
1637,2077,1637
1638,2078,1638
1639,2079,1639
1640,2080,1640
1641,2081,1641
1642,2082,1642
1643,2083,1643
1644,2084,1644
1645,2085,1645
1646,2086,1646
1647,2087,1647
1648,2088,1648
1649,2089,1649
1650,2090,1650
1651,2091,1651
1652,2092,1652
1653,2093,1653
1654,2094,1654
1655,2095,1655
1656,2096,1656
1657,2097,1657
1658,2098,1658
1659,2099,1659
1660,2100,1660
1661,2101,1661
1662,2102,1662
1663,2103,1663
1664,2104,1664
1665,2105,1665
1666,2106,1666
1667,2107,1667
1668,2108,1668
1669,2109,1669
1670,2110,1670
1671,2111,1671
1672,2112,1672
1673,2113,1673
1674,2114,1674
1675,2115,1675
1676,2116,1676
1677,2117,1677
1678,2118,1678
1679,2119,1679
1680,2120,1680
1681,2121,1681
1682,2122,1682
1683,2123,1683
1684,2124,1684
1685,2125,1685
1686,2126,1686
1687,2128,1687
1688,2130,1688
1689,2131,1689
1690,2132,1690
1691,2133,1691
1692,2134,1692
1693,2135,1693
1694,2136,1694
1695,2137,1695
1696,2138,1696
1697,2139,1697
1698,2140,1698
1699,2141,1699
1700,2142,1700
1701,2143,1701
1702,2144,1702
1703,2145,1703
1704,2146,1704
1705,2147,1705
1706,2148,1706
1707,2149,1707
1708,2150,1708
1709,2151,1709
1710,2152,1710
1711,2153,1711
1712,2154,1712
1713,2155,1713
1714,2159,1714
1715,2160,1715
1716,2161,1716
1717,2162,1717
1718,2163,1718
1719,2164,1719
1720,2165,1720
1721,2166,1721
1722,2167,1722
1723,2168,1723
1724,2169,1724
1725,2170,1725
1726,2171,1726
1727,2173,1727
1728,2174,1728
1729,2176,1729
1730,2177,1730
1731,2178,1731
1732,2180,1732
1733,2181,1733
1734,2182,1734
1735,2183,1735
1736,2184,1736
1737,2186,1737
1738,2187,1738
1739,2188,1739
1740,2189,1740
1741,2190,1741
1742,2191,1742
1743,2193,1743
1744,2194,1744
1745,2195,1745
1746,2197,1746
1747,2200,1747
1748,2201,1748
1749,2202,1749
1750,2203,1750
1751,2204,1751
1752,2205,1752
1753,2206,1753
1754,2207,1754
1755,2208,1755
1756,2210,1756
1757,2212,1757
1758,2214,1758
1759,2215,1759
1760,2219,1760
1761,2221,1761
1762,2227,1762
1763,2231,1763
1764,2232,1764
1765,2236,1765
1766,2237,1766
1767,2238,1767
1768,2239,1768
1769,2240,1769
1770,2241,1770
1771,2243,1771
1772,2244,1772
1773,2245,1773
1774,2246,1774
1775,2247,1775
1776,2248,1776
1777,2249,1777
1778,2250,1778
1779,2252,1779
1780,2253,1780
1781,2254,1781
1782,2255,1782
1783,2256,1783
1784,2257,1784
1785,2259,1785
1786,2260,1786
1787,2261,1787
1788,2262,1788
1789,2263,1789
1790,2264,1790
1791,2265,1791
1792,2266,1792
1793,2267,1793
1794,2268,1794
1795,2269,1795
1796,2271,1796
1797,2272,1797
1798,2273,1798
1799,2275,1799
1800,2276,1800
1801,2278,1801
1802,2279,1802
1803,2280,1803
1804,2282,1804
1805,2283,1805
1806,2284,1806
1807,2285,1807
1808,2286,1808
1809,2287,1809
1810,2288,1810
1811,2289,1811
1812,2290,1812
1813,2291,1813
1814,2292,1814
1815,2294,1815
1816,2295,1816
1817,2296,1817
1818,2297,1818
1819,2300,1819
1820,2301,1820
1821,2302,1821
1822,2303,1822
1823,2304,1823
1824,2305,1824
1825,2306,1825
1826,2307,1826
1827,2310,1827
1828,2311,1828
1829,2312,1829
1830,2313,1830
1831,2314,1831
1832,2315,1832
1833,2316,1833
1834,2318,1834
1835,2320,1835
1836,2321,1836
1837,2322,1837
1838,2323,1838
1839,2324,1839
1840,2325,1840
1841,2327,1841
1842,2328,1842
1843,2329,1843
1844,2330,1844
1845,2331,1845
1846,2333,1846
1847,2334,1847
1848,2335,1848
1849,2336,1849
1850,2337,1850
1851,2338,1851
1852,2339,1852
1853,2340,1853
1854,2342,1854
1855,2344,1855
1856,2345,1856
1857,2346,1857
1858,2347,1858
1859,2348,1859
1860,2349,1860
1861,2350,1861
1862,2351,1862
1863,2352,1863
